Image,eventlink_URL,eventlink,support,venuelink_URL,venuelink,City,Field
,https://www.songkick.com/concerts/40366806-tyrone-wells-at-coach-house,Tyrone Wells,,https://www.songkick.com/venues/627-coach-house,Coach House,"San Juan Capistrano, CA, US ","
        <time datetime=""2022-11-12T20:00:00-0800""></time>

        <div class=""event-details-wrapper"">
          <div class=""image-wrapper"">
            <a href=""/concerts/40366806-tyrone-wells-at-coach-house"" class=""thumb"">
              <img src=""//assets.sk-static.com/assets/images/default_images/large_avatar/default-artist.a8e9d06fcef5440088394dacafbcf19a.png"" data-src=""//images.sk-static.com/images/media/profile_images/artists/368336/large_avatar"" width=""48"" height=""48"" class=""artist-profile-image artist lazyload"" alt=""Tyrone Wells live"">
            </a>
          </div>

          <div class=""artists-venue-location-wrapper"">
            
            

            <p class=""artists"">
              <a class=""event-link"" href=""/concerts/40366806-tyrone-wells-at-coach-house"">
                <span>
                  <strong>Tyrone Wells</strong>
                </span>
              </a>
            </p>

            <p class=""location"">
                <span><a class=""venue-link"" href=""/venues/627-coach-house"">Coach House</a></span>,
              <span>
                <span class=""city-name"">San Juan Capistrano, CA, US </span>
              </span>
            </p>
          </div>

          <a class=""event-link chevron-wrapper"" href=""/concerts/40366806-tyrone-wells-at-coach-house"">
            <i class=""chevron""></i>
          </a>
        </div>

        <div class=""microformat"">
          <script type=""application/ld+json"">[{""@context"":""http://schema.org"",""@type"":""MusicEvent"",""name"":""Tyrone Wells"",""url"":""https://www.songkick.com/concerts/40366806-tyrone-wells-at-coach-house?utm_medium=organic\u0026utm_source=microformat"",""image"":""media/profile_images/artists/368336/huge_avatar"",""location"":{""@type"":""Place"",""address"":{""@type"":""PostalAddress"",""addressLocality"":""San Juan Capistrano"",""addressCountry"":""US"",""addressRegion"":""CA"",""streetAddress"":""33157 Camino Capistrano"",""postalCode"":""92675""},""name"":""Coach House"",""sameAs"":""http://www.thecoachhouse.com/"",""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.48204,""longitude"":-117.67143}},""eventStatus"":""https://schema.org/EventScheduled"",""startDate"":""2022-11-12T20:00:00-0800"",""endDate"":""2022-11-12"",""performer"":[{""@type"":""MusicGroup"",""name"":""Tyrone Wells"",""sameAs"":""https://www.songkick.com/artists/368336-tyrone-wells?utm_medium=organic\u0026utm_source=microformat""}],""description"":""Tyrone Wells at Coach House at 2022-11-12T20:00:00-0800"",""offers"":[{""@type"":""Offer"",""url"":""http://www.songkick.com/concerts/40366806-tyrone-wells-at-coach-house?utm_medium=organic\u0026utm_source=microformat""}]}]</script>
        </div>
      "
,https://www.songkick.com/concerts/40556910-tauk-at-constellation-room,TAUK,Universe Peoples,https://www.songkick.com/venues/1484608-constellation-room,Constellation Room,"Santa Ana, CA, US ","
        <time datetime=""2022-11-12T19:00:00-0800""></time>

        <div class=""event-details-wrapper"">
          <div class=""image-wrapper"">
            <a href=""/concerts/40556910-tauk-at-constellation-room"" class=""thumb"">
              <img src=""//assets.sk-static.com/assets/images/default_images/large_avatar/default-artist.a8e9d06fcef5440088394dacafbcf19a.png"" data-src=""//images.sk-static.com/images/media/profile_images/artists/633278/large_avatar"" width=""48"" height=""48"" class=""artist-profile-image artist lazyload"" alt=""TAUK live"">
            </a>
          </div>

          <div class=""artists-venue-location-wrapper"">
            
            

            <p class=""artists"">
              <a class=""event-link"" href=""/concerts/40556910-tauk-at-constellation-room"">
                <span>
                  <strong>TAUK</strong>
                    <span class=""support"">Universe Peoples</span>
                </span>
              </a>
            </p>

            <p class=""location"">
                <span><a class=""venue-link"" href=""/venues/1484608-constellation-room"">Constellation Room</a></span>,
              <span>
                <span class=""city-name"">Santa Ana, CA, US </span>
              </span>
            </p>
          </div>

          <a class=""event-link chevron-wrapper"" href=""/concerts/40556910-tauk-at-constellation-room"">
            <i class=""chevron""></i>
          </a>
        </div>

        <div class=""microformat"">
          <script type=""application/ld+json"">[{""@context"":""http://schema.org"",""@type"":""MusicEvent"",""name"":""TAUK"",""url"":""https://www.songkick.com/concerts/40556910-tauk-at-constellation-room?utm_medium=organic\u0026utm_source=microformat"",""image"":""media/profile_images/artists/633278/huge_avatar"",""location"":{""@type"":""Place"",""address"":{""@type"":""PostalAddress"",""addressLocality"":""Santa Ana"",""addressCountry"":""US"",""addressRegion"":""CA"",""streetAddress"":""3503 South Harbor Boulevard"",""postalCode"":""92704""},""name"":""Constellation Room"",""sameAs"":""http://constellationroom.com/"",""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.69984,""longitude"":-117.91945}},""eventStatus"":""https://schema.org/EventScheduled"",""startDate"":""2022-11-12T19:00:00-0800"",""endDate"":""2022-11-12"",""performer"":[{""@type"":""MusicGroup"",""name"":""TAUK"",""sameAs"":""https://www.songkick.com/artists/633278-tauk?utm_medium=organic\u0026utm_source=microformat""},{""@type"":""MusicGroup"",""name"":""Universe Peoples"",""sameAs"":""https://www.songkick.com/artists/10160693-universe-peoples?utm_medium=organic\u0026utm_source=microformat""}],""description"":""TAUK at Constellation Room at 2022-11-12T19:00:00-0800"",""offers"":[{""@type"":""Offer"",""url"":""http://www.songkick.com/concerts/40556910-tauk-at-constellation-room?utm_medium=organic\u0026utm_source=microformat""}]}]</script>
        </div>
      "
,https://www.songkick.com/concerts/40652790-ben-sollee-at-grand-annex,Ben Sollee,,https://www.songkick.com/venues/34871-grand-annex,Grand Annex,"San Pedro, CA, US ","
        <time datetime=""2022-11-12""></time>

        <div class=""event-details-wrapper"">
          <div class=""image-wrapper"">
            <a href=""/concerts/40652790-ben-sollee-at-grand-annex"" class=""thumb"">
              <img src=""//assets.sk-static.com/assets/images/default_images/large_avatar/default-artist.a8e9d06fcef5440088394dacafbcf19a.png"" data-src=""//images.sk-static.com/images/media/profile_images/artists/480107/large_avatar"" width=""48"" height=""48"" class=""artist-profile-image artist lazyload"" alt=""Ben Sollee live"">
            </a>
          </div>

          <div class=""artists-venue-location-wrapper"">
            
            

            <p class=""artists"">
              <a class=""event-link"" href=""/concerts/40652790-ben-sollee-at-grand-annex"">
                <span>
                  <strong>Ben Sollee</strong>
                </span>
              </a>
            </p>

            <p class=""location"">
                <span><a class=""venue-link"" href=""/venues/34871-grand-annex"">Grand Annex</a></span>,
              <span>
                <span class=""city-name"">San Pedro, CA, US </span>
              </span>
            </p>
          </div>

          <a class=""event-link chevron-wrapper"" href=""/concerts/40652790-ben-sollee-at-grand-annex"">
            <i class=""chevron""></i>
          </a>
        </div>

        <div class=""microformat"">
          <script type=""application/ld+json"">[{""@context"":""http://schema.org"",""@type"":""MusicEvent"",""name"":""Ben Sollee"",""url"":""https://www.songkick.com/concerts/40652790-ben-sollee-at-grand-annex?utm_medium=organic\u0026utm_source=microformat"",""image"":""media/profile_images/artists/480107/huge_avatar"",""location"":{""@type"":""Place"",""address"":{""@type"":""PostalAddress"",""addressLocality"":""San Pedro"",""addressCountry"":""US"",""addressRegion"":""CA"",""streetAddress"":""434 W. Sixth St."",""postalCode"":""90731""},""name"":""Grand Annex"",""sameAs"":""http://www.grandvision.org/"",""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.73876,""longitude"":-118.28651}},""eventStatus"":""https://schema.org/EventScheduled"",""startDate"":""2022-11-12"",""endDate"":""2022-11-12"",""performer"":[{""@type"":""MusicGroup"",""name"":""Ben Sollee"",""sameAs"":""https://www.songkick.com/artists/480107-ben-sollee?utm_medium=organic\u0026utm_source=microformat""}],""description"":""Ben Sollee at Grand Annex at 2022-11-12"",""offers"":[{""@type"":""Offer"",""url"":""http://www.songkick.com/concerts/40652790-ben-sollee-at-grand-annex?utm_medium=organic\u0026utm_source=microformat""}]}]</script>
        </div>
      "
,https://www.songkick.com/concerts/40462052-longest-johns-at-troubadour,The Longest Johns and Fairhazel,,https://www.songkick.com/venues/16268-troubadour,Troubadour,"West Hollywood, CA, US ","
        <time datetime=""2022-11-12T19:00:00-0800""></time>

        <div class=""event-details-wrapper"">
          <div class=""image-wrapper"">
            <a href=""/concerts/40462052-longest-johns-at-troubadour"" class=""thumb"">
              <img src=""//assets.sk-static.com/assets/images/default_images/large_avatar/default-artist.a8e9d06fcef5440088394dacafbcf19a.png"" data-src=""//images.sk-static.com/images/media/profile_images/artists/5741459/large_avatar"" width=""48"" height=""48"" class=""artist-profile-image artist lazyload"" alt=""The Longest Johns live"">
            </a>
          </div>

          <div class=""artists-venue-location-wrapper"">
            
            

            <p class=""artists"">
              <a class=""event-link"" href=""/concerts/40462052-longest-johns-at-troubadour"">
                <span>
                  <strong>The Longest Johns and Fairhazel</strong>
                </span>
              </a>
            </p>

            <p class=""location"">
                <span><a class=""venue-link"" href=""/venues/16268-troubadour"">Troubadour</a></span>,
              <span>
                <span class=""city-name"">West Hollywood, CA, US </span>
              </span>
            </p>
          </div>

          <a class=""event-link chevron-wrapper"" href=""/concerts/40462052-longest-johns-at-troubadour"">
            <i class=""chevron""></i>
          </a>
        </div>

        <div class=""microformat"">
          <script type=""application/ld+json"">[{""@context"":""http://schema.org"",""@type"":""MusicEvent"",""name"":""The Longest Johns"",""url"":""https://www.songkick.com/concerts/40462052-longest-johns-at-troubadour?utm_medium=organic\u0026utm_source=microformat"",""image"":""media/profile_images/artists/5741459/huge_avatar"",""location"":{""@type"":""Place"",""address"":{""@type"":""PostalAddress"",""addressLocality"":""West Hollywood"",""addressCountry"":""US"",""addressRegion"":""CA"",""streetAddress"":""9081 Santa Monica blvd"",""postalCode"":""90069""},""name"":""Troubadour"",""sameAs"":""http://www.troubadour.com/"",""geo"":{""@type"":""GeoCoordinates"",""latitude"":34.08162,""longitude"":-118.38934}},""eventStatus"":""https://schema.org/EventScheduled"",""startDate"":""2022-11-12T19:00:00-0800"",""endDate"":""2022-11-12"",""performer"":[{""@type"":""MusicGroup"",""name"":""The Longest Johns"",""sameAs"":""https://www.songkick.com/artists/5741459-longest-johns?utm_medium=organic\u0026utm_source=microformat""},{""@type"":""MusicGroup"",""name"":""Fairhazel"",""sameAs"":""https://www.songkick.com/artists/9626879-fairhazel?utm_medium=organic\u0026utm_source=microformat""}],""description"":""The Longest Johns and Fairhazel at Troubadour at 2022-11-12T19:00:00-0800"",""offers"":[{""@type"":""Offer"",""url"":""http://www.songkick.com/concerts/40462052-longest-johns-at-troubadour?utm_medium=organic\u0026utm_source=microformat""}]}]</script>
        </div>
      "
,https://www.songkick.com/concerts/40631492-eliane-elias-at-catalina-jazz-club,Eliane Elias,,https://www.songkick.com/venues/242-catalina-jazz-club,Catalina Jazz Club,"Hollywood, CA, US ","
        <time datetime=""2022-11-12T20:30:00-0800""></time>

        <div class=""event-details-wrapper"">
          <div class=""image-wrapper"">
            <a href=""/concerts/40631492-eliane-elias-at-catalina-jazz-club"" class=""thumb"">
              <img src=""//assets.sk-static.com/assets/images/default_images/large_avatar/default-artist.a8e9d06fcef5440088394dacafbcf19a.png"" data-src=""//images.sk-static.com/images/media/profile_images/artists/151136/large_avatar"" width=""48"" height=""48"" class=""artist-profile-image artist lazyload"" alt=""Eliane Elias live"">
            </a>
          </div>

          <div class=""artists-venue-location-wrapper"">
            
            

            <p class=""artists"">
              <a class=""event-link"" href=""/concerts/40631492-eliane-elias-at-catalina-jazz-club"">
                <span>
                  <strong>Eliane Elias</strong>
                </span>
              </a>
            </p>

            <p class=""location"">
                <span><a class=""venue-link"" href=""/venues/242-catalina-jazz-club"">Catalina Jazz Club</a></span>,
              <span>
                <span class=""city-name"">Hollywood, CA, US </span>
              </span>
            </p>
          </div>

          <a class=""event-link chevron-wrapper"" href=""/concerts/40631492-eliane-elias-at-catalina-jazz-club"">
            <i class=""chevron""></i>
          </a>
        </div>

        <div class=""microformat"">
          <script type=""application/ld+json"">[{""@context"":""http://schema.org"",""@type"":""MusicEvent"",""name"":""Eliane Elias"",""url"":""https://www.songkick.com/concerts/40631492-eliane-elias-at-catalina-jazz-club?utm_medium=organic\u0026utm_source=microformat"",""image"":""media/profile_images/artists/151136/huge_avatar"",""location"":{""@type"":""Place"",""address"":{""@type"":""PostalAddress"",""addressLocality"":""Hollywood"",""addressCountry"":""US"",""addressRegion"":""CA"",""streetAddress"":""6725 W. Sunset Blvd."",""postalCode"":""90028""},""name"":""Catalina Jazz Club"",""sameAs"":""http://www.catalinajazzclub.com/"",""geo"":{""@type"":""GeoCoordinates"",""latitude"":34.09811,""longitude"":-118.33713}},""eventStatus"":""https://schema.org/EventScheduled"",""startDate"":""2022-11-12T20:30:00-0800"",""endDate"":""2022-11-12"",""performer"":[{""@type"":""MusicGroup"",""name"":""Eliane Elias"",""sameAs"":""https://www.songkick.com/artists/151136-eliane-elias?utm_medium=organic\u0026utm_source=microformat""}],""description"":""Eliane Elias at Catalina Jazz Club at 2022-11-12T20:30:00-0800"",""offers"":[{""@type"":""Offer"",""url"":""http://www.songkick.com/concerts/40631492-eliane-elias-at-catalina-jazz-club?utm_medium=organic\u0026utm_source=microformat""}]}]</script>
        </div>
      "
,https://www.songkick.com/concerts/40568503-paranoyds-at-lodge-room,The Paranoyds,Reckling,https://www.songkick.com/venues/3688984-lodge-room,Lodge Room,"Highland Park, CA, US ","
        <time datetime=""2022-11-12T20:00:00-0800""></time>

        <div class=""event-details-wrapper"">
          <div class=""image-wrapper"">
            <a href=""/concerts/40568503-paranoyds-at-lodge-room"" class=""thumb"">
              <img src=""//assets.sk-static.com/assets/images/default_images/large_avatar/default-artist.a8e9d06fcef5440088394dacafbcf19a.png"" data-src=""//images.sk-static.com/images/media/profile_images/artists/8798644/large_avatar"" width=""48"" height=""48"" class=""artist-profile-image artist lazyload"" alt=""The Paranoyds live"">
            </a>
          </div>

          <div class=""artists-venue-location-wrapper"">
            
            

            <p class=""artists"">
              <a class=""event-link"" href=""/concerts/40568503-paranoyds-at-lodge-room"">
                <span>
                  <strong>The Paranoyds</strong>
                    <span class=""support"">Reckling</span>
                </span>
              </a>
            </p>

            <p class=""location"">
                <span><a class=""venue-link"" href=""/venues/3688984-lodge-room"">Lodge Room</a></span>,
              <span>
                <span class=""city-name"">Highland Park, CA, US </span>
              </span>
            </p>
          </div>

          <a class=""event-link chevron-wrapper"" href=""/concerts/40568503-paranoyds-at-lodge-room"">
            <i class=""chevron""></i>
          </a>
        </div>

        <div class=""microformat"">
          <script type=""application/ld+json"">[{""@context"":""http://schema.org"",""@type"":""MusicEvent"",""name"":""The Paranoyds"",""url"":""https://www.songkick.com/concerts/40568503-paranoyds-at-lodge-room?utm_medium=organic\u0026utm_source=microformat"",""image"":""media/profile_images/artists/8798644/huge_avatar"",""location"":{""@type"":""Place"",""address"":{""@type"":""PostalAddress"",""addressLocality"":""Highland Park"",""addressCountry"":""US"",""addressRegion"":""CA"",""streetAddress"":""104 N. Ave 56"",""postalCode"":""90042""},""name"":""Lodge Room"",""sameAs"":""https://lodgeroomhlp.com/"",""geo"":{""@type"":""GeoCoordinates"",""latitude"":34.10912,""longitude"":-118.19457}},""eventStatus"":""https://schema.org/EventScheduled"",""startDate"":""2022-11-12T20:00:00-0800"",""endDate"":""2022-11-12"",""performer"":[{""@type"":""MusicGroup"",""name"":""The Paranoyds"",""sameAs"":""https://www.songkick.com/artists/8798644-paranoyds?utm_medium=organic\u0026utm_source=microformat""},{""@type"":""MusicGroup"",""name"":""Reckling"",""sameAs"":""https://www.songkick.com/artists/10076750-reckling?utm_medium=organic\u0026utm_source=microformat""}],""description"":""The Paranoyds at Lodge Room at 2022-11-12T20:00:00-0800"",""offers"":[{""@type"":""Offer"",""url"":""http://www.songkick.com/concerts/40568503-paranoyds-at-lodge-room?utm_medium=organic\u0026utm_source=microformat""}]}]</script>
        </div>
      "
,https://www.songkick.com/concerts/40693679-adema-at-tiki-bar,Adema,,https://www.songkick.com/venues/122539-tiki-bar,Tiki Bar,"Costa Mesa, CA, US ","
        <time datetime=""2022-11-12""></time>

        <div class=""event-details-wrapper"">
          <div class=""image-wrapper"">
            <a href=""/concerts/40693679-adema-at-tiki-bar"" class=""thumb"">
              <img src=""//assets.sk-static.com/assets/images/default_images/large_avatar/default-artist.a8e9d06fcef5440088394dacafbcf19a.png"" data-src=""//images.sk-static.com/images/media/profile_images/artists/16072/large_avatar"" width=""48"" height=""48"" class=""artist-profile-image artist lazyload"" alt=""Adema live"">
            </a>
          </div>

          <div class=""artists-venue-location-wrapper"">
            
            

            <p class=""artists"">
              <a class=""event-link"" href=""/concerts/40693679-adema-at-tiki-bar"">
                <span>
                  <strong>Adema</strong>
                </span>
              </a>
            </p>

            <p class=""location"">
                <span><a class=""venue-link"" href=""/venues/122539-tiki-bar"">Tiki Bar</a></span>,
              <span>
                <span class=""city-name"">Costa Mesa, CA, US </span>
              </span>
            </p>
          </div>

          <a class=""event-link chevron-wrapper"" href=""/concerts/40693679-adema-at-tiki-bar"">
            <i class=""chevron""></i>
          </a>
        </div>

        <div class=""microformat"">
          <script type=""application/ld+json"">[{""@context"":""http://schema.org"",""@type"":""MusicEvent"",""name"":""Adema"",""url"":""https://www.songkick.com/concerts/40693679-adema-at-tiki-bar?utm_medium=organic\u0026utm_source=microformat"",""image"":""media/profile_images/artists/16072/huge_avatar"",""location"":{""@type"":""Place"",""address"":{""@type"":""PostalAddress"",""addressLocality"":""Costa Mesa"",""addressCountry"":""US"",""addressRegion"":""CA"",""streetAddress"":""1700 Placentia Ave"",""postalCode"":""92627""},""name"":""Tiki Bar"",""sameAs"":""http://tikibaroc.com/"",""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.63645,""longitude"":-117.93156}},""eventStatus"":""https://schema.org/EventScheduled"",""startDate"":""2022-11-12"",""endDate"":""2022-11-12"",""performer"":[{""@type"":""MusicGroup"",""name"":""Adema"",""sameAs"":""https://www.songkick.com/artists/16072-adema?utm_medium=organic\u0026utm_source=microformat""}],""description"":""Adema at Tiki Bar at 2022-11-12"",""offers"":[{""@type"":""Offer"",""url"":""http://www.songkick.com/concerts/40693679-adema-at-tiki-bar?utm_medium=organic\u0026utm_source=microformat""}]}]</script>
        </div>
      "
,https://www.songkick.com/concerts/40620729-reverie-at-ftg-productions,Reverie,,https://www.songkick.com/venues/4474187-ftg-productions,FTG Productions,"Santa Ana, CA, US ","
        <time datetime=""2022-11-12T18:00:00-0800""></time>

        <div class=""event-details-wrapper"">
          <div class=""image-wrapper"">
            <a href=""/concerts/40620729-reverie-at-ftg-productions"" class=""thumb"">
              <img src=""//assets.sk-static.com/assets/images/default_images/large_avatar/default-artist.a8e9d06fcef5440088394dacafbcf19a.png"" data-src=""//images.sk-static.com/images/media/profile_images/artists/369131/large_avatar"" width=""48"" height=""48"" class=""artist-profile-image artist lazyload"" alt=""Reverie live"">
            </a>
          </div>

          <div class=""artists-venue-location-wrapper"">
            
            

            <p class=""artists"">
              <a class=""event-link"" href=""/concerts/40620729-reverie-at-ftg-productions"">
                <span>
                  <strong>Reverie</strong>
                </span>
              </a>
            </p>

            <p class=""location"">
                <span><a class=""venue-link"" href=""/venues/4474187-ftg-productions"">FTG Productions</a></span>,
              <span>
                <span class=""city-name"">Santa Ana, CA, US </span>
              </span>
            </p>
          </div>

          <a class=""event-link chevron-wrapper"" href=""/concerts/40620729-reverie-at-ftg-productions"">
            <i class=""chevron""></i>
          </a>
        </div>

        <div class=""microformat"">
          <script type=""application/ld+json"">[{""@context"":""http://schema.org"",""@type"":""MusicEvent"",""name"":""Reverie"",""url"":""https://www.songkick.com/concerts/40620729-reverie-at-ftg-productions?utm_medium=organic\u0026utm_source=microformat"",""image"":""media/profile_images/artists/369131/huge_avatar"",""location"":{""@type"":""Place"",""address"":{""@type"":""PostalAddress"",""addressLocality"":""Santa Ana"",""addressCountry"":""US"",""addressRegion"":""CA"",""streetAddress"":""1601 S. Grand Ave."",""postalCode"":null},""name"":""FTG Productions"",""sameAs"":null,""geo"":{""@type"":""GeoCoordinates"",""latitude"":33.72589,""longitude"":-117.84996}},""eventStatus"":""https://schema.org/EventScheduled"",""startDate"":""2022-11-12T18:00:00-0800"",""endDate"":""2022-11-12"",""performer"":[{""@type"":""MusicGroup"",""name"":""Reverie"",""sameAs"":""https://www.songkick.com/artists/369131-reverie?utm_medium=organic\u0026utm_source=microformat""}],""description"":""Reverie at FTG Productions at 2022-11-12T18:00:00-0800"",""offers"":[{""@type"":""Offer"",""url"":""http://www.songkick.com/concerts/40620729-reverie-at-ftg-productions?utm_medium=organic\u0026utm_source=microformat""}]}]</script>
        </div>
      "
,https://www.songkick.com/concerts/40624613-thee-sinseers-at-ventura-music-hall,thee sinseers and The Altons,Rudy De Anda,https://www.songkick.com/venues/4429117-ventura-music-hall,Ventura Music Hall,"Ventura, CA, US ","
        <time datetime=""2022-11-12T08:00:00-0800""></time>

        <div class=""event-details-wrapper"">
          <div class=""image-wrapper"">
            <a href=""/concerts/40624613-thee-sinseers-at-ventura-music-hall"" class=""thumb"">
              <img src=""//assets.sk-static.com/assets/images/default_images/large_avatar/default-artist.a8e9d06fcef5440088394dacafbcf19a.png"" data-src=""//images.sk-static.com/images/media/profile_images/artists/9911724/large_avatar"" width=""48"" height=""48"" class=""artist-profile-image artist lazyload"" alt=""thee sinseers live"">
            </a>
          </div>

          <div class=""artists-venue-location-wrapper"">
            
            

            <p class=""artists"">
              <a class=""event-link"" href=""/concerts/40624613-thee-sinseers-at-ventura-music-hall"">
                <span>
                  <strong>thee sinseers and The Altons</strong>
                    <span class=""support"">Rudy De Anda</span>
                </span>
              </a>
            </p>

            <p class=""location"">
                <span><a class=""venue-link"" href=""/venues/4429117-ventura-music-hall"">Ventura Music Hall</a></span>,
              <span>
                <span class=""city-name"">Ventura, CA, US </span>
              </span>
            </p>
          </div>

          <a class=""event-link chevron-wrapper"" href=""/concerts/40624613-thee-sinseers-at-ventura-music-hall"">
            <i class=""chevron""></i>
          </a>
        </div>

        <div class=""microformat"">
          <script type=""application/ld+json"">[{""@context"":""http://schema.org"",""@type"":""MusicEvent"",""name"":""thee sinseers"",""url"":""https://www.songkick.com/concerts/40624613-thee-sinseers-at-ventura-music-hall?utm_medium=organic\u0026utm_source=microformat"",""image"":""media/profile_images/artists/9911724/huge_avatar"",""location"":{""@type"":""Place"",""address"":{""@type"":""PostalAddress"",""addressLocality"":""Ventura"",""addressCountry"":""US"",""addressRegion"":""CA"",""streetAddress"":""1888 E Thompson Blvd"",""postalCode"":""93001""},""name"":""Ventura Music Hall"",""sameAs"":null,""geo"":{""@type"":""GeoCoordinates"",""latitude"":34.27459,""longitude"":-119.27307}},""eventStatus"":""https://schema.org/EventScheduled"",""startDate"":""2022-11-12T08:00:00-0800"",""endDate"":""2022-11-12"",""performer"":[{""@type"":""MusicGroup"",""name"":""thee sinseers"",""sameAs"":""https://www.songkick.com/artists/9911724-thee-sinseers?utm_medium=organic\u0026utm_source=microformat""},{""@type"":""MusicGroup"",""name"":""The Altons"",""sameAs"":""https://www.songkick.com/artists/8643984-altons?utm_medium=organic\u0026utm_source=microformat""},{""@type"":""MusicGroup"",""name"":""Rudy De Anda"",""sameAs"":""https://www.songkick.com/artists/7587584-rudy-de-anda?utm_medium=organic\u0026utm_source=microformat""}],""description"":""thee sinseers and The Altons at Ventura Music Hall at 2022-11-12T08:00:00-0800"",""offers"":[{""@type"":""Offer"",""url"":""http://www.songkick.com/concerts/40624613-thee-sinseers-at-ventura-music-hall?utm_medium=organic\u0026utm_source=microformat""}]}]</script>
        </div>
      "
,https://www.songkick.com/concerts/40602119-awall-at-moroccan-lounge,A-Wall,Chroma,https://www.songkick.com/venues/3631474-moroccan-lounge,The Moroccan Lounge,"Los Angeles (LA), CA, US ","
        <time datetime=""2022-11-12T18:30:00-0800""></time>

        <div class=""event-details-wrapper"">
          <div class=""image-wrapper"">
            <a href=""/concerts/40602119-awall-at-moroccan-lounge"" class=""thumb"">
              <img src=""//assets.sk-static.com/assets/images/default_images/large_avatar/default-artist.a8e9d06fcef5440088394dacafbcf19a.png"" data-src=""//images.sk-static.com/images/media/profile_images/artists/10150787/large_avatar"" width=""48"" height=""48"" class=""artist-profile-image artist lazyload"" alt=""A-Wall live"">
            </a>
          </div>

          <div class=""artists-venue-location-wrapper"">
            
            

            <p class=""artists"">
              <a class=""event-link"" href=""/concerts/40602119-awall-at-moroccan-lounge"">
                <span>
                  <strong>A-Wall</strong>
                    <span class=""support"">Chroma</span>
                </span>
              </a>
            </p>

            <p class=""location"">
                <span><a class=""venue-link"" href=""/venues/3631474-moroccan-lounge"">The Moroccan Lounge</a></span>,
              <span>
                <span class=""city-name"">Los Angeles (LA), CA, US </span>
              </span>
            </p>
          </div>

          <a class=""event-link chevron-wrapper"" href=""/concerts/40602119-awall-at-moroccan-lounge"">
            <i class=""chevron""></i>
          </a>
        </div>

        <div class=""microformat"">
          <script type=""application/ld+json"">[{""@context"":""http://schema.org"",""@type"":""MusicEvent"",""name"":""A-Wall"",""url"":""https://www.songkick.com/concerts/40602119-awall-at-moroccan-lounge?utm_medium=organic\u0026utm_source=microformat"",""image"":""media/profile_images/artists/10150787/huge_avatar"",""location"":{""@type"":""Place"",""address"":{""@type"":""PostalAddress"",""addressLocality"":""Los Angeles (LA)"",""addressCountry"":""US"",""addressRegion"":""CA"",""streetAddress"":""901 E 1st St"",""postalCode"":""90012""},""name"":""The Moroccan Lounge"",""sameAs"":""http://www.themoroccan.com/"",""geo"":{""@type"":""GeoCoordinates"",""latitude"":34.0487,""longitude"":-118.2337}},""eventStatus"":""https://schema.org/EventScheduled"",""startDate"":""2022-11-12T18:30:00-0800"",""endDate"":""2022-11-12"",""performer"":[{""@type"":""MusicGroup"",""name"":""A-Wall"",""sameAs"":""https://www.songkick.com/artists/10150787-awall?utm_medium=organic\u0026utm_source=microformat""},{""@type"":""MusicGroup"",""name"":""Chroma"",""sameAs"":""https://www.songkick.com/artists/8693033-chroma?utm_medium=organic\u0026utm_source=microformat""}],""description"":""A-Wall at The Moroccan Lounge at 2022-11-12T18:30:00-0800"",""offers"":[{""@type"":""Offer"",""url"":""http://www.songkick.com/concerts/40602119-awall-at-moroccan-lounge?utm_medium=organic\u0026utm_source=microformat""}]}]</script>
        </div>
      "
